time,equity
1752318000000,15319.07447674
1752321600000,15310.68223803
1752325200000,15310.14815920
1752328800000,15306.36460074
1752332400000,15298.13138551
1752336000000,15300.68176195
1752339600000,15309.02299313
1752343200000,15309.66808834
1752346800000,15311.63637886
1752350400000,15295.13394308
1752354000000,15309.53006797
1752357600000,15306.35859986
1752361200000,15307.54377479
1752364800000,15304.05425973
1752368400000,15311.18931288
1752372000000,15313.08259233
1752375600000,15317.21120172
1752379200000,15321.15078320
1752382800000,15317.31321677
1752386400000,15321.06076992
1752390000000,15324.36725796
1752393600000,15321.53183945
1752397200000,15316.86915123
1752400800000,15317.34322120
1752404400000,15326.95063927
1752408000000,15337.33217160
1752411600000,15342.36991517
1752415200000,15347.26963838
1752418800000,15344.18818355
1752422400000,15339.85254360
1752426000000,15345.08231553
1752429600000,15354.07464280
1752433200000,15353.56156707
1752436800000,15419.24097048
1752440400000,15419.24097048
1752444000000,15419.24097048
1752447600000,20040.85122242
1752451200000,20040.55215358
1752454800000,20041.39109994
1752458400000,20063.69309060
1752462000000,20106.68132336
1752465600000,20131.41470485
1752469200000,20173.26103841
